xuhao,id,title,author,abstract,keywords,perio,juanhao,issn,read_url,pdf_url,content,original_url
44,HDXK201805001,教育制度变革的当下史:1978—2018——基于国家视野的教育政策与法律文本分析,范国睿,"在改革开放40年的中国社会政治经济变革的宏观背景下,借助历史文献,结合标志性教育政策与教育改革事件,考察我国教育制度变迁发现:中国改革开放40年的教育制度变迁大体经历拨乱反正、恢复和重建教育制度,全面启动教育体制改革,探索以基于市场机制的制度变革促进教育事业发展,调整教育政策、从效率走向公平,深化教育领域综合改革、加快教育治理体系与治理能力现代化建设等五个发展阶段。回顾、总结和反思中国教育制度变迁历程及其成败得失有助于完善中国特色社会主义教育制度体系和保障建设,有助于为促进未来中国教育的新发展提供历史借鉴与理智智慧。 ","改革开放;
                   教育制度;
                   制度变迁;
                   制度创新;",华东师范大学学报(教育科学版),2018年05期,1000-5560,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=HDXK201805001&uid=,"http://kns.cnki.net/kns/download.aspx?filename=yJkUKd1QSVjUoF0VVRXaD9kT4YzSaF2Z4oVRStUUPV0TJhFOj9UexNmeYNTRDBzN4JXWzgEaCR2bjlkerhGRJdDdGZXMTtmbhhmR0dXWLFzRjhmQFVXbhlXbsxUaBpFcrcXdqpVajtEVI5kaYZHW0YXcTdmcx4UR&tablename=CJFDLAST2018&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=HDXK201805001
45,LNGD201809023,民办高校分类管理政策的可接受性研究,李虔,"<正>民办学校分类管理是我国的重大教育改革举措。民办高校分类管理是民办学校分类管理改革的一部分,既有一般性,又有特殊性。作为一项涉及思想观念更新和利益格局调整的深层次改革,一经提出就引发持续性争议;在推进改革的关键时期,能否获得主要受众 ",,现代教育管理,2018年09期,1674-5485,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=LNGD201809023&uid=,"http://kns.cnki.net/kns/download.aspx?filename=VlzbhRjNwc3azUTcH9SO4RTNsVjUwVXMGt2V0YlRJlnR0NkMOJkY3QmVKNjSwJzTvdzY3hXU5lndGhVYxEGUVN1SKFzQpp3NiZTcDtGS242T4F0dpZXdsFTailmSqRnWxhjdJBFN0oWQ0EzQxJUU1QEcyh2Ly90L&tablename=CJFDLAST2018&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=LNGD201809023
46,GJXZ201809007,加强顶层设计  坚定分类管理  促进健康发展——对《中华人民共和国民办教育促进法实施条例(修订草案)(送审稿)》讨论的几点思考,徐绪卿,"司法部公布的《民办教育促进法实施条例(修订草案)(送审稿)》引发社会强烈反响和高度关注。就其修订流程、主要内容和逻辑主线而言,其影响效应是正面和积极的。然而,由于公共政策制定中利益主体的博弈、民办教育国家政策重构的必然、坚定实施分类管理政策使然、历史遗留问题未得到妥善处理、改革导向有待更具体的措施支撑等原因,相关条款难以得到民办教育界普遍认可。扎实民办教育法制建设,应坚定不移地实施分类管理,堵牢营(利性)非(营利性)不分、名实不符的政策漏洞,落实支持民办学校发展各项措施,鼓励地方民办教育政策大胆创新,加强民办教育法律和法规正面解读。 ","民办教育促进法实施条例;
                   分类管理;
                   顶层设计;",国家教育行政学院学报,2018年09期,1672-4038,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=GJXZ201809007&uid=,"http://kns.cnki.net/kns/download.aspx?filename=yRWd1YFSnlHV49kQ510cCNTN1FnbRxWR4g2bJxGN1Z3T0dVR3kUODlkY1cUMYF1QK5Ea5lEb4RUTuJ3Ryp2ZKdFOHpFWz5WQy9kc59GatlHOyhETjlFZv4mYEZFUOhFcC1EaEpmdr4ETVxmZLhDRL9kQ2InV4J3a&tablename=CJFDLAST2018&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=GJXZ201809007
47,GJXZ201809008,民办学校集团化办学的规范发展——兼议《中华人民共和国民办教育促进法实施条例(修订草案)(送审稿)》相关条款,李虔 卢威,"民办教育领域中的集团化办学有着特定的含义,通过行政法规对其进行规范,与国家鼓励以优质教育资源均衡共享为目的的另一种集团化办学政策思路并行不悖。""营利性教育集团公司以资本扩张为根本目的,兼并收购非营利性民办学校""的集团化办学和""营利性教育集团公司通过协议控制,抽取下属非营利性民办学校办学盈余""的集团化办学,不符合民办学校分类管理改革方向,在办学实践中潜藏着巨大风险。未来的改革应当坚持对上述两类集团化办学加以规范的方向,并在此基础上进一步完善《中华人民共和国民办教育促进法实施条例》等制度安排,促进民办教育健康、稳定、可持续发展。 ","民办教育促进法实施条例;
                   民办学校;
                   集团化办学;
                   规范发展;",国家教育行政学院学报,2018年09期,1672-4038,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=GJXZ201809008&uid=,"http://kns.cnki.net/kns/download.aspx?filename=vdHaZNWaqVmezwkavoXRPhTbrkXNMhTYkhmV0tWNxkGZ592daNWZiJEe59kYyMjVrJ2KvJmTXJ3RzJ3aGtUMRlXZyMjbX5WY3sUTyIDOI92dNpnYQhUZlVjNwNVWvZ3NBlkT0I0RVFTWDNmWr8EaxJ3ajN1So1Ud&tablename=CJFDLAST2018&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=GJXZ201809008
48,GDSZ201805022,美国特许学校价值及其生源与师资现状研究,王强 杜佳慧,"公办与民办之间的教育第三条道路,原本应为教育资源流动均衡带来契机,但结果却与教育公平背道而驰。本文在分析美国该政策发展历程的基础上,对""特许学校""生源结构及教师流动特征进行了系统分析。结果发现""特许学校""在打破美国""传统公立学校""的""多元制衡""模式上,有价值贡献;但在促进薄弱阶层子弟阶层流动方面,存在价值悖论。据此,对我国""非营利性民办学校""政策改革有两点启示。 ","非盈利性民办学校;
                   特许学校;
                   生源固化;
                   教师流动;",教师教育研究,2018年05期,1672-5905,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=GDSZ201805022&uid=,"http://kns.cnki.net/kns/download.aspx?filename=1YlVnVGRyJzUiNXSWNDOHF1REhlSadmNMVndLF0dX90UCJHS1tkcZJGWzcWMwcFaG1EVPJEc1Vmc5pmTuVjNY90U0ZzZnJHVN5EMwYWZ2IkVPJ3NkRjMlF1bwRDc3gVNSVHbntERMVkSTZVa0ETdSJVVTdVZvAjV&tablename=CJFDLAST2018&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=GDSZ201805022
49,GJXZ201809006,新法新政下民办学校的使命担当及应对策略,董圣足,"基于对涉及民办教育的系列法律法规及规范性文件的深度解读,较为全面分析了民办教育宏观制度走向及若干政策要点。围绕着如何积极稳妥地推进民办学校分类管理改革这一核心命题,文章从民办学校举办者(办学者)视角,提出了五大方面的使命担当及应对策略:一是准确把握新政基本要义,全面认识修法重大意义;二是始终坚持教育公益属性,理性选择学校法人类型;三是切实加大教育教学投入,努力办好人民满意的教育;四是深化体制改革和机制创新,深入激发自身办学优势;五是自觉规范学校办学行为,重塑良好社会形象。 ","民办教育;
                   宏观制度;
                   分类管理;
                   使命;
                   策略;",国家教育行政学院学报,2018年09期,1672-4038,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=GJXZ201809006&uid=,"http://kns.cnki.net/kns/download.aspx?filename=4cVM1oVbjVldCxEZhhmSjdEVMhDeZxkM0FlMsdkdOJUdrQnSygmcKlHSmFDU2J3NkJnaJlWdu5kYVllQBhGW6RTOVJHWr42LaZUevsmaXtCZBB1K6ZHZmdkeNZUSF9GSWNTRPBlZUZmaLJlT4wUMaREcnV2axlDb&tablename=CJFDLAST2018&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=GJXZ201809006
50,ZGGJ201809012,论独立学院管理费的性质,宋刚 高牟,"独立学院向挂靠高校支付的""管理费""有两种性质:一是独立学院的办学成本;二是其办学收益。如果是办学成本,该项管理费就应该直接支付,而不论独立学院当年度是否有办学盈余。如果是办学收益,则应对独立学院的成本收益进行核算后,从其当年的办学盈余中支付,若没有盈余,则不能支付。实践中,当事人经常混淆管理费的上述两项性质,从而导致管理费纠纷的产生。 ","独立学院;
                   办学成本;
                   办学收益;
                   管理费;",中国高教研究,2018年09期,1004-3667,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=ZGGJ201809012&uid=,"http://kns.cnki.net/kns/download.aspx?filename=01WMrIWeHFlR29kYrYWekpmUzd0ZupHVNZnY4YEbNZjc3xGbT1EV2Ale6BFRPR3cLN3TDdXWQFlW0Z1SlNUcJRXUoZ1bqVncilzYrF1ROdmZPVzZL50aIVDSkh0KahDRmJ0UBpUaycjSYJ3KMVTbvIEeNFTVJJDM&tablename=CJFDLAST2018&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=ZGGJ201809012
51,ZGGJ201809009,美国营利性高校“三合一”监管的路径、问题及启示,陈春梅 阙明坤,"美国营利性高校近十年的发展并非一帆风顺。为规范营利性高校的发展,美国建构了由认证机构、州和联邦政府共同组成的""三合一""监管机制。但当前该机制存在若干问题,如认证机构的监管不能完全保证教学质量、州和联邦的监管不到位、营利性高校加强游说力度应对监管等。鉴于美国的经验,我国应尽快建立营利性民办高校认证制度,在加强国家监管力度的同时赋予省级主管机构更多监管权。 ","营利性高校;
                   监管;
                   质量;
                   认证;",中国高教研究,2018年09期,1004-3667,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=ZGGJ201809009&uid=,"http://kns.cnki.net/kns/download.aspx?filename=wQ2RqpWajdzNDNkWYpGRuRmd2xmY512VaJ0MJ5kV3YmavQTVxplVCN0TvdmUvoVaNlVQQp3cQ9UeTBncWZ1TIhkUsVzSpNzapl1SWVUavJmWqhWQPljS21mdqRWdmZTcqRXUSZWcjJ1QFp0KWVFbIVFT5lkUsdkM&tablename=CJFDLAST2018&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=ZGGJ201809009
52,ZJYX201809044,人才需求下民办高校的发展与创新——评《中国民办高校企业化运作模式对公立高校管理的借鉴研究》,蒋丹,"<正>随着经济的快速发展,我国需要大量的人才。国家教育部门为适应人才培养模式多样的需求,引入了社会力量参与办学。民办高校由弱小走向壮大,为社会、行业、企业培养了大量的优秀毕业生。民办高校运行机制相对灵活,能够较好地顺应社会的发展。民办高校企业化的管理,有效提高了人才培养的效率。民办高校显现出来的优势使其规模得以壮大。但是,民办高校也存在自身发展的问题,一方面民办高校的资金不充足,另 ",,中国教育学刊,2018年09期,1002-4808,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=ZJYX201809044&uid=,"http://kns.cnki.net/kns/download.aspx?filename=58SMJ1GexQTONBXbrZnb0YzbLpnT5Qle0xUR48GdvA3KCRncCtyRu92N3Qja5NzSN5WeuB3YNJnRFVkUhlUWiVHRNVWakFmWyIWOwh1bHFmRsdEMRRDTCRWTyUjWRFmVzgzL1dnWDVWdkdFMu9kMIJUMLp0cphDa&tablename=CJFDLAST2018&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=ZJYX201809044
53,XXDJ201817018,民办高校党建工作存在的问题与制度改革,程样国 魏芳 黄语素,"民办高校党的建设因举办者的认识程度、办学规模、管理方式、运行机制、文化背景等方面的制约,存在明显薄弱环节。本文以民办高校党建存在的问题为导向,提出富有民办高校发展特点的党建工作运行机制,从改革民办高校法人治理结构、创新领导体制,改革民办高校基层党组织建设制度、创新党建形式,改革党建工作考核评价制度、创新队伍建设,改革民办高校党组织建设保障制度、创新帮扶机制等四个方面,提出了推进民办高校党的建设制度改革的有效途径,以保障民办校持续健康发展。 ","新时代;
                   民办高校;
                   党建;
                   制度改革;",学校党建与思想教育,2018年17期,1007-5968,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=XXDJ201817018&uid=,"http://kns.cnki.net/kns/download.aspx?filename=aVUUhpUe0wWS3Fke0ckYwQHaJlkNHdDOSd0a0M1RltESDBFOtNWU0N3ZEJlMUB1Sx9EaXZGVLxETwxkcGhVVapne0pGdDRTQ59Uc48ic6d1QmxENnJ3KDxEZQRTZH9yU4VGM3VnQ34WZm1ER2ZVZmpGTaJ3Z1ZUZ&tablename=CJFDLAST2018&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=XXDJ201817018
54,XKJY201804006,营利性民办学校终止的法律适用研究——以《民促法》与《公司法》《破产法》的比较为进路,任海涛 徐涛,"2016年修订的《中华人民共和国民办教育促进法》规定,民办学校的类型分为""营利性""与""非营利性""两类,营利性民办学校在现行法律体系下应属公司法人。营利性民办学校与一般公司最大的不同在其公益性特征,但现行商事法律规范却无法体现出这一特征上的差异。较一般公司而言,营利性民办学校应当在商事组织法与行为法方面适用更加严格的特殊规定。目前,《民办教育促进法》与《公司法》《破产法》等法律之间,在诸如营利性民办学校的终止事由、终止清算程序等方面还存在规范冲突。在法律适用上,应当通过法律推理与论证,既要明确营利性民办学校在终止活动中一系列的法律适用依据,又需对其中仍旧存在不合理规范缺陷加以矫正。 ","营利性民办学校;
                   公司法人;
                   终止;
                   清算;",教育学报,2018年04期,1673-1298,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=XKJY201804006&uid=,"http://kns.cnki.net/kns/download.aspx?filename=PRHVux0M0lXdww0KRFlYxIkQmd2TNdmYVFHeGFXVVVWclpXeHdDMGZEMWFnSCRWbrFVZZ1kUENkdMJUZuJ1LwZzYZhXNhFHND1GWW1GazkESutWbTdmdVFmcVlFWtpFdDRjWOR1chVXUvhFSvVzVXlnc3gXWjRnR&tablename=CJFDLAST2018&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=XKJY201804006
55,QHDJ201804010,从“衡中模式”看基础教育治理的困境与出路,杨东平 王帅,"衡水中学作为典型的""超级中学""所形成的""衡中模式"",在办学模式的层面,主要是公私不分,通过超大的办学规模、跨地区对高分学生和优质教师的攫取和""垄断"",破坏地方的基础教育生态,损害了农村学子的教育机会,并且具有很强的营利性。其所折射出的基础教育治理困境是地方政府扭曲的教育政绩观,以产业化的思路办教育纵容""超级中学""违规办学。在加快普及高中阶段教育的背景下,需要强调地方政府依法行政、依法治教,扩大公众的知情权和参与权;同时深化教育综合改革,促进基础教育治理现代化。 ","衡中模式;
                   超级中学;
                   依法治教;
                   基础教育治理;",清华大学教育研究,2018年04期,1001-4519,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=QHDJ201804010&uid=,"http://kns.cnki.net/kns/download.aspx?filename=FhjcJZ1Y1BFS3lWdWl3Zy02cOp2SpFHZnZ0Yz1mSmJjZkdEeOhGMoh3c5YFOhp0NVNlY5kFWIVncCZXevIjNsp3MsFjSrNXYxl3d3QnRzIXTwVlVRx0MwEDO2ljd2g3UtJVTQd1btFDOKx0Y5tkMxtSVtdkMtRDR&tablename=CJFDLAST2018&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=QHDJ201804010
56,YJSY201804012,从禁止到规范:义务教育择校解决方略剖析,叶芸 李伟言,"义务教育择校,在不同的历史时期,因其对教育发展发挥的作用和产生影响的不同,经历了国家政策的鼓励、倡导和禁止。义务教育择校导致教育发展失衡和失范,不允许义务教育择校已是当下国家政策的主基调,但择校折射的是民众对优质教育资源的需求,并引发了通过义务教育择校以推动教育公平的思考。合法择校的基础是公办学校监管制度的完善,充分自主择校的前提是民办和公办学校学生具有同等的权利,理性择校的条件是学校师资力量的均衡。 ","义务教育;
                   择校;
                   禁止;
                   规范;",教育研究与实验,2018年04期,1003-160X,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=YJSY201804012&uid=,"http://kns.cnki.net/kns/download.aspx?filename=nZzbYZDcNF2MpZ3cMNEWuNmNFVXe5lUNrIXS2oUWxZVMQd0YOp1NT9GZO90KL9UUYJ0b04EZCRmYXtGbmBnUrs0M0QFcitGOMJ2aTN3TCl1LItidZJTZvg3R5VWQvUmcuFFan9WdxAnQwQWNLVHatlWSn9mQ3xGa&tablename=CJFDLAST2018&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=YJSY201804012
57,TSZM201808010,制度创新:民办教育发展的根本动力,董圣足,"<正>改革开放以来,服从服务于国家经济建设和社会发展需要,为了加快教育事业发展,革除长期实行计划经济所导致的办学体制单一、办学活力不足、办学效率低下等弊端,在坚持教育公益性原则下,党和政府一直致力于构建""政府主导、社会参与、办学主体多元、办学形式多样、充满生机活力的办学体制"",推动形成""以政府办学为主体、全社会积极参与、公办 ",,探索与争鸣,2018年08期,1004-2229,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=TSZM201808010&uid=,"http://kns.cnki.net/kns/download.aspx?filename=OlzUs5GRMhlMKpHMipGT5wGajxmROB3RFBFdUhXdY1EUPV0S6ZVRYB1SvEnRNdDMOtWep9malJkayNkQ49CdBNjdvZFZNJWZ5lVVhpEMGVmYSNDUqVUMGFVSRB3MEBFNOh1MHhkaSNGUyBTd1tydzIDOipFSQFTT&tablename=CJFDLAST2018&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=TSZM201808010
58,ZGDJ2018Z3010,建立现代大学公私混合所有制产权制度,王华 阙明坤,"<正>混合所有制可以实现公有资本和私有资本的优势互补,促进产教融合和增强办学活力。《关于加快发展现代职业教育的决定》和《关于深化产教融合的若干意见》等文件提出了在教育领域内实施混合所有制改革。产权制度是一切市场经济制度安排的核心。现代大学公私混合所有制产权是产权主体依法占有财产的一组权利束,具有四个特征:主体的异质多元性、结构的清晰性、归属的合理性和交易的流通性。1.大学在公私混合所有制产权方面的探索 ",,中国高等教育,2018年Z3期,1002-4417,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=ZGDJ2018Z3010&uid=,"http://kns.cnki.net/kns/download.aspx?filename=4EzcWplYqNmetZ3YtxGcPd2QxVUS5dUcwMkQsxUQthzQTNzbpBVRipGSyYGUQZFUFlXc1pUchRnZZdnV0Nje3k2MCV3Z1VEZzhnN0IlN3Q2NpBDOGdEV5A3Y5J0YVZFb3olTsRneaRVR0ZVeP10bxplWnN1b2U3M&tablename=CJFDLAST2018&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=ZGDJ2018Z3010
59,ZGDJ2018Z3012,推动民办高校混合所有制办学规范化发展,石猛,"<正>混合所有制是指产权归属于不同所有制性质的所有者的一种经济形式,是国有资本、集体资本、非公有制资本等不同所有制资本交叉融合的经济形态。不同所有制资本在教育领域交叉融合,从而形成了混合所有制办学。现实中,既有在原来学校基础上通过不同所有制性质的资本融合而形成的混合所有制学校,也有不同所有制性质的资本共同筹建、运营的混合所有制学校。民办高校混合所有制办学是在社会力量投资办学的基础上嵌入国有资本而出现的办 ",,中国高等教育,2018年Z3期,1002-4417,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=ZGDJ2018Z3012&uid=,"http://kns.cnki.net/kns/download.aspx?filename=xRlWatkZTpEdMlTNYJWVXlGNUl3STh1QtdWS4kzKGxUOrhzKvkkYHhzNzk0KPd2NE9kQV10SapXRHFlQvxGT3cVSpNVRSdDOodUMERTMmRmRyFne4RldlhWUZdmZDNDM4FTe1JXa4VkeU1kRBxmQyd2arB3Yahjc&tablename=CJFDLAST2018&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=ZGDJ2018Z3012
60,JYYJ201808002,教育经费投入体制的改革与展望——纪念改革开放40周年,王善迈 赵婧,"改革开放40年来,伴随经济体制、财税体制、教育体制的改革,作为教育财政制度组成部分的教育经费投入制度不断改革,形成了符合教育服务性质和国情的、以政府投入为主、多渠道投入的教育经费投入制度,支持了我国教育的快速发展。今后将以制度规范保障政府和社会教育经费的投入。 ","改革开放40年;
                   教育财政制度;
                   教育经费投入制度;",教育研究,2018年08期,1002-5731,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=JYYJ201808002&uid=,"http://kns.cnki.net/kns/download.aspx?filename=YhzcXZXaRlmS1Y2MlRDdFF0UqVjNpp2a11GVVtmRvsGMHNnYyEjS0FHSVFUVMdFSClVaaNUdYJGTqZ2YRNFVZJkMitkMa1EculjMJlUYNVTM2dDOtZEbCtCMt52ZIx0b3MHdaNVVLRnUrVFTy9UbkhVQSZ0b2Ezc&tablename=CJFDLAST2018&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=JYYJ201808002
61,ZJYX201808005,民办学校分类管理十大未决问题探析,李虔 卢威,"随着《民办教育促进法》的修改和一系列配套政策的出台,民办学校分类管理进入政策的强供给期,但总体来看,这些政策供给仍过于原则化,体现出粗放型的特点,对具体实践困惑回应不足。调查表明,对于分类登记过渡期设置、营利性与非营利性属性转换、非营利性民办学校能否取得事业法人身份、现有民办学校清产核资费用负担和资产过户税费征缴、如何奖励或补偿非营利性民办学校举办者、学校转设前后债权债务衔接、非营利性民办学校生均经费补贴额度、学校信息公开具体范围、学校监督机构产生机制和举办者的治理角色等十大问题,当前仍缺乏可付诸操作的政策规定,阻碍了改革的推进。为此,下一步改革应采取精细化的政策供给方式,通过细化分类登记规定、填补转型政策空白和完善学校治理体制,对上述问题逐一予以回应。 ","民办学校;
                   分类登记;
                   转型政策;
                   学校治理;
                   政策供给;",中国教育学刊,2018年08期,1002-4808,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=ZJYX201808005&uid=,"http://kns.cnki.net/kns/download.aspx?filename=jRFU2Q3b5Y0T3VHUDNlcr4EM1dHap9SOw8CO3tSOKp3NKdjT1U3c6xUSEFzKGtyZ4UWco50TYh2YShUSrk2LvJVav9EUl1kVz50YGRVerE3anJWTJVTSJhlYqlGT0QlZ5JXSX92S4skMrwmNtdHSTFzQ3JHOlVmc&tablename=CJFDLAST2018&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=ZJYX201808005
62,ZJYX201808006,新政背景下民办学校退出机制的反思与重构,张利国 石猛,"随着民办教育""新政""的出台,民办教育进入分类管理时代。新政背景下,部分民办学校因生存发展困境所致的""淘汰型""退出将进一步加剧,以并购重组为主要形式的""发展型""退出成为新趋势。民办教育将持续呈现""危机""退出与""商机""退出两种图景。然而,我国民办学校退出机制还相当薄弱,存在着退出法律法规及制度不健全、政府对民办学校退出辅导督导功能不足、退出无序失序等问题。应结合我国实际,充分借鉴吸收日本、美国与我国台湾地区等民办学校退出机制的经验做法,积极构建包括退出风险预警机制、退出政府辅导机制、退出""善后""处理机制、退出法律保障机制等在内的民办学校退出机制。 ","民办教育新政;
                   民办学校;
                   退出机制;
                   分类管理;",中国教育学刊,2018年08期,1002-4808,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=ZJYX201808006&uid=,"http://kns.cnki.net/kns/download.aspx?filename=SBnUMVkev9EROJjU38kcYdXU2ZHUIhGMWJkNQJXahhXeullRv9yModkZvZHWvl1TM9CM0QUeVNUcDBVauRXValTZSd1awkHbWlme3kkMr4WOzEkeVhnMYxEdiF0bpJ2axlXWZ50d3oFOs1Eend0daJHVaFEZJhWW&tablename=CJFDLAST2018&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=ZJYX201808006
63,ZJYX201808007,义务教育阶段非营利性民办学校的监管政策走向,骈茂林,"对非营利性、营利性民办学校分类监管,是落实""分类管理""法律制度的一项重要措施。《民办教育促进法》修订后,由于法人类型及其提供的教育服务属性,义务教育阶段非营利性民办学校的监管内容、工具、结果使用等方面将呈现新的特点:在内容上将完善对""禁止分配""规定执行的监管、强化对财政资助使用效果的监管;在方式上将发挥第三方机构作用、更多采用基于标准的专业监管工具;在结果使用上将更充分地公开并接受公众监督。这些方面与对公办学校、营利性民办学校的监管均存在一定差异。义务教育阶段非营利性民办学校监管政策制定的难点在于,如何在政府干预的""强制性""和民办学校的""自治性""之间找到平衡。 ","非营利性;
                   民办学校;
                   监管政策;
                   义务教育;",中国教育学刊,2018年08期,1002-4808,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=ZJYX201808007&uid=,"http://kns.cnki.net/kns/download.aspx?filename=2wmWvNGOFFDbTRzaJx0Zk5Ue1N3ZX9SMklzSHt2VOJGdWtiQnZjSmdEdNh2aYNmdxR2YQxWcTVGendVSUJmTqxWUzVjdrFmS1NEVWZmNwZVZ4N0a1wmSI50SXdHaNxWVYh3T4FHZBdlePRENzJldqFEOURjQwdHW&tablename=CJFDLAST2018&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=ZJYX201808007
64,BJJY201808003,日本民办教育培训行业自律模式探析——以全国学习塾协会为例,高牟,"全国学习塾协会在日本民办教育培训综合治理中发挥着行为指引的作用。该协会以市场需求为导向,相继开展了""软性""规范的制定和讲师、学习塾以及安心塾的认证等工作。在规范方面,协会的规范体系由内部管理规范、学员权益保护规范以及认证工作规范等组成。在认证方面,讲师认证由协会组织笔试和模拟授课,重点解决讲师的教学能力缺乏客观评价的问题;学习塾认证由协会通过现场勘验的方式对学习塾运营服务水平进行评价;安心塾认证则由协会通过文件审核和现场评估的方式对学习塾雇佣关系情况进行评估。中国应从制定民办教育培训管理细则、厘清民办教育培训行业协会角色、优化民办教育培训行业协会系统等方面,完善民办教育培训行业自律体系。 ","日本;
                   全国学习塾协会;
                   民办教育培训;
                   行业自律;
                   “软性”规范;",比较教育研究,2018年08期,1003-7667,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=BJJY201808003&uid=,"http://kns.cnki.net/kns/download.aspx?filename=IV2aZVUQtJDRIZ3RLFHTvIkeERVdI9mWNRGMMJDRyl0V4pHdShVarhWdYNEdyUDWMxEVahmdrZnQol2csdGUIV2Z0sEc0IkVHdjTTVTbRdmTVl3SXFkTBJVULNEdQpWNRB3Zw8SY0RTVMt0NwY1KYZ3YvUDUPVHN&tablename=CJFDLAST2018&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=BJJY201808003
65,HIGH201807008,民办高校财政资助的制度设计及其成效评估——基于倾向值匹配估计的经验研究,鲍威 王赫男,"在评估我国民办高等教育财政资助政策的综合成效后可以发现:民办高等教育财政资助持续增长,已形成奖优型为主、普惠型为辅的资助政策模式,但资助力度依然不足;财政资助政策总体成效喜忧兼半,资助虽然推动了民办高校强化学生资助,但在减轻学费负担、提升教师薪资、对私人投入形成挤入效应方面未取得预期成效;不同资助模式存在异质性效应,普惠型资助模式在推进教育公平与对私人投入形成挤入效应方面能产生激励作用,奖优型资助模式则实现了提升院校办学质量的政策目标。 ","财政资助;
                   民办高校;
                   政策评估;",高等教育研究,2018年07期,1000-4203,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=HIGH201807008&uid=,"http://kns.cnki.net/kns/download.aspx?filename=phVN6JzZyk0TCN1QwAXNqtyb2g1YupUYjhUV3gnZMRTMRR2VyQUWaJ2NBJVbiRWMu1kQ5MHWrJ0UQNkWI9UWV5mezkGbohFT0UkQ3gGTRFVZS1GcyFUa4EWN0cGe0x2a2R1d0wmNzJjN2czc0JUN0pVdCdVVxZje&tablename=CJFDLAST2018&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=HIGH201807008
