xuhao,id,title,author,abstract,keywords,perio,juanhao,issn,read_url,pdf_url,content,original_url
66,KJJF201806007,新高考下高中生如何选科,张雨强 白雪 张中宁,"新高考规定高中生可以自主选择3门学业水平考试科目作为高考选考科目。及时掌握学生如何选科,有助于相关方面更有针对性地做好工作,确保高考改革顺利进行。调查发现:84.5%的学生可以在高一下学期和高二上学期最终确定高考选考科目;学生对于新高考方案的态度整体上较为积极;不同成绩水平的学生在对新高考方案的态度存在显著差异;不同成绩水平的学生对高考选考科目的了解程度上均存在显著差异;不同类型学校的学生对新高考方案的态度存在显著差异。据此,应当明确高校招生要求,为学生选科提供依据;及时进行生涯教育,掌握学生选科动态;加强选科指导,满足不同层次学生需求;抓住机遇,完成高中学校转型。 ","新高考;
                   高中生;
                   选科;",课程.教材.教法,2018年06期,1000-0186,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=KJJF201806007&uid=,"http://kns.cnki.net/kns/download.aspx?filename=2NnRVRncx1mYnF1cX1EaXVTMO5EdPBzV14WZMdjW0BDWy12bulnMzMDeTNXcwNDOygnSUZ3Z3ZnbJhnTFpmaWdmRCF0dvhjYzZTSUBXU5dzb40kNxZ3ZlhTQycka3FDWrl2dO52bXFVb1E3Rwt2ZNlmb1Y2YoFDb&tablename=CJFDLAST2018&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=KJJF201806007
67,SHGJ201810010,“减负”中学校的作为和贡献——以曹杨二中应对新高考改革的选科系统为例,易臻真 王洋,"在当代中国城市的教育体系中,减轻中小学课业负担是一个老生常谈的话题。作为上海市曹杨第二中学教育集团应对新高考改革的众多举措之一,其自主研发的选科咨询系统可谓是""学校减负""的成功尝试。从教育场域的视角出发,可以看到该系统充分挖掘了学生的自主能动性,在促进教育治理体系中各行动主体间互动的同时完成了空间的生产。作为教育场域中的热点社会问题,减负的长效保障机制亟待教育治理系统中多元主体的共同充分参与,形成合力确保系统的动态良性运行。 ","学校减负;
                   新高考;
                   选科咨询系统;
                   教育场域;",教育发展研究,2018年10期,1008-3855,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=SHGJ201810010&uid=,"http://kns.cnki.net/kns/download.aspx?filename=rFnVGdHUMJWSDhEcEVDd3RVSzclYVVVd69GMsBHZSRnUDRFO0QUNNZzSHpVWph0QkpkSZdkQuRXTppVd49CZWNjQvl2ZKd1bJ9EOitieHhWO1IWMLVDeZJkVvkmRldGavl3ZFVFMFJVSFplY5olRzA3S1gGTMJ0U&tablename=CJFDLAST2018&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=SHGJ201810010
68,GWZX201803009,新高考改革:高校招生面临的挑战与变革,董秀华 王薇 王歆妙,"高校招生录取机制的改革是新高考改革的重要组成部分。上海、浙江的新高考改革试点在高校招生录取环节做出了一系列制度设计:综合评价录取、三位一体招生;更加聚焦专业的志愿填报;""+3""科目学业水平考试成绩等第制折算;综合素质评价信息作为招录重要参考等。上述改革举措在实践层面引发了积极变革:招生工作日益成为高校人才培养的前段延伸;招生能力成为高校特色发展的先导性条件;人才培养的微观主体在人才选拔环节的参与度更高。但总体而言,统招批次主体地位未动摇、高考总分大排序、综合素质评价信息未充分发挥其""参考""作用等因素,仍制约着高校招生录取自主权的真正落实。因此,高校招生工作应在如下方面加强能力建设:从学校发展战略高度设置选考科目;试点探索自主选拔招录方式改革;建立学生培养的跟踪评价与反馈改进机制;争取最大程度的外部支持。 ","新高考改革;
                   高校招生;
                   能力建设;",复旦教育论坛,2018年03期,1672-0059,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=GWZX201803009&uid=,"http://kns.cnki.net/kns/download.aspx?filename=hd3VIZ2KvVzdWp1YWdjewMnVpRHW0RWOuFjeuVFSXRjM4olWNF2VTpmTpljZEticUNlYIlVeQVnYnlHbWJFMFl3ZwM2ZOZDNap0VxIjY1kUVxUVNrQ1VwhEZWpXRN50TyFHbzYTZ0g1bO9GZ2UDMqZVdiVkd5tWa&tablename=CJFDLAST2018&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=GWZX201803009
69,ZJSH201805012,我国评价选拔制度的螺旋式演进和高考公平效益问题的历史观照,边新灿,"本文在考察中国古代评价选拔从综合评价转型为统考评价(分数评价),高考招生则探索从统考评价(分数评价)向综合评价回归的螺旋式演进历程的基础上,探究驱动和制约评价制度演进的政治、经济、教育、文化和技术因素,并聚焦公平和效益范畴进行分析。文章引入信度和效度的概念,并将效益分为""操作效益、质量效益、制度效益""和""直接效益、扩展效益、溢出效益""进行深度讨论。本文的主要观点是:综合评价不是舶来品,我国古已有之;公平和效益在某些环节、某些具体问题上是相互矛盾、相互制约的,在本质上是相通的;察举等综合评价模式在理论上具有很高的效益,但是无法保证起点公平和程序公平,最终是低效益甚至非效益的;从综合评价做减法转型为统考评价(分数评价),主要是扩展效益起作用:中央集权统一国家体制的骨骼、以""仁治""为核心的儒家学派的灵魂和科学选官制度的血液兼信息系统的""三位一体"",完成了国家建构;统考评价(分数评价)在直接效益上是一种无奈的差强人意的选择,但它通过起点公平和程序公平,沟通了朝廷与下层知识分子和民意的联系,产生了非常显著的扩展效益,在历史上的某些阶段达成了公平和效益的协调;但法久生弊,对公平的极至诉求绑架了评价... ","科举;
                   综合评价;
                   分数评价;
                   高考;
                   公平与效益;",浙江社会科学,2018年05期,1004-2253,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=ZJSH201805012&uid=,"http://kns.cnki.net/kns/download.aspx?filename=l12M0YXVrF3L4lUTXJ0QWpWbYNmRZh1Kk1WYZZke3ZWYqV3Y0hTW41ENDNGSvdkZZNXaHNnRM1GWWRXRvMkQhlkTS9SUpdjRFdVQEdFSyEzUrJGS6l3T2NHe4cWY4VEN3QTRhFWeMl1VKFkS0QDMPJ2Y5J2MqNXT&tablename=CJFDLAST2018&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=ZJSH201805012
70,ZGGJ201805006,改革开放40年来高考政策变迁的反思与前瞻,刘恩贤,"高考制度恢复后一直处于变革与调整过程中,始终针对不同时期的不同政策问题完善升级,具有明显的周期性、阶段性特点。改革开放以来经历了三次持续转型升级的版本:以高中会考与标准化考试为核心特征的高考改革1.0(1978—1997年),以扩招、科目设置与命题方式改革为核心特征的高考改革2.0(1998—2009年),以分类考试、综合评价、多元录取为核心特征的高考改革3.0(2010年至今)。要办好人民满意的教育,必须构建人民满意的高考制度,必须推进高考的政策创新、实践创新、理论创新,使高考制度更加成熟定型。 ","改革开放;
                   高考;
                   政策变迁;",中国高教研究,2018年05期,1004-3667,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=ZGGJ201805006&uid=,"http://kns.cnki.net/kns/download.aspx?filename=HpHU2Z0QjllVURHO4hDSThkeo1EN2ZHR5MnTNh0MSFVQ1FjY61WMmFXc4xka0M0LaZ1VtVURJxGTL5WW1I3aFNzcv0kdK9SOMdWTvQlRalWb0lHepd0SnJFay80N2MEMwV1VKJ0dJFGd1UkRthHe1Qne1MXRxlDc&tablename=CJFDLAST2018&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=ZGGJ201805006
71,WGJN201805007,新高考改革背景下不同版本试卷测量学指标的比较与监测——以某年度英语试卷的分析为例,章建石,"在当前高考改革的背景下,不同版本高考试卷的使用,增加了考生水平、试题质量比较之间的难度,也不利于命题质量的改进和维护高考的公平。本文以英语学科为例,通过等值的有关设计,探索了对不同版本试卷在同一标准下进行难度、区分度等测量学指标分析的方法,为监测与比较不同版本的试卷质量以及提高命题水平,提供了重要参考。 ","难度;
                   区分度;
                   不同版本试卷;
                   高考;",全球教育展望,2018年05期,1009-9670,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=WGJN201805007&uid=,"http://kns.cnki.net/kns/download.aspx?filename=zdWd4Q2VoNTW2MERTNFaVJER0ZjYxN3Vz1mcWNldtNDWud3VMdTRz92VxAje3ElMEF3NzwmSJVFRnNGTwVHUX1mVwhVO2FGSnJFROhDdVB3MHFXePtGZV9Uc1N2YB1WSNNlQaZ1TqJjYD5WZNRUUwR1axZVRLNXY&tablename=CJFDLAST2018&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=WGJN201805007
72,ZJYX201805010,“多维测评”招生:破解钱学森之问的最大挑战,郑泉水,"创建于2009年的清华大学钱学森班,是国家""基础学科拔尖学生培养试验计划""中唯一定位于工科基础的实验班,通过实践案例主要说明以下几个问题。第一,目前高考招生体系下的优秀,多数不是创新素养和发展潜力意义下的优秀;钱学森班提出的五维测评系统,可对学生具有何等创新素养和发展潜力作出具有明显区分度的判断。第二,每一位经历了持续十多年单维测评系统下的应试教育的学生,都在创新能力和潜力方面受到不同程度上的""伤害"",有的甚至被""荒废""。第三,钱学森班创建的以""通过研究学习""为牵引的CRC培养体系,可以有效地帮助大部分高考体系下的优秀学生实现向创新人才成长的模式转变;CRC的有效程度受应试教育对不同学生的伤害程度的影响,部分学生很难完成这个转变;一味地追求""最好的""教育资源,对大多数学生并非都是好事,而是应该追求""最适合自己""的教育资源;回答""钱学森之问""最大的挑战是,如何识别并招入具有巨大创新潜质的人才。第四,在上述研究基础上提出构建一个基于当前高考体系,借助大数据,依托高校-中学联动,从国家最急需的高端创新人才选拔与培养开始的多维测评招生改革试点的建议。 ","创新人才;
                   高校招生体系;
                   多维测评;
                   通过研究学习;
                   钱学森之问;",中国教育学刊,2018年05期,1002-4808,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=ZJYX201805010&uid=,"http://kns.cnki.net/kns/download.aspx?filename=Wl0SrM1KMlGSrQjRJR0ZtxEZwM3TrUXMyw2brdXVaZ3RiRHNBxEMRR0bzlXd3RjdT1EUuFnQnV2VwpXaFFHZGR1M1UXMzgWeaNUT01GbC1meV9CMpRjZS1kSUNGNvh3YGN0aLJkT61UUvJVUGF1MxI3QMpVQ3Izd&tablename=CJFDLAST2018&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=ZJYX201805010
73,HDXK201803001,在改革中探索和完善具有中国特色的高考制度,袁振国,"自1977年恢复高考制度以来,高考改革就一直在路上。在自主报考、择优录取的基本原则下,我国高考改革经历了从全国统考到分省命题,从一年一次考试到一年两考,从纸笔考试、录取到电脑考试、录取,从所有考生考同样的学科到不同的人可以选考不同的学科,从一张考卷定终身到参考多种因素综合录取,从所有高校考同样的内容到不同类型学校分类考试等变化。这种尊重中国考试传统和文化心理又面向现代化、面向未来的具有中国特色的高考制度,在探索中不断走向完善。 ","中国特色;
                   高考制度;
                   新高考;",华东师范大学学报(教育科学版),2018年03期,1000-5560,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=HDXK201803001&uid=,"http://kns.cnki.net/kns/download.aspx?filename=rombrAzUsNEczgTdwIUWKNmQtt2U6pUUnxkYqJjYyMUaWJWZ2knea9CRXVmMnJmdyhGMKJ1YFJVUEpHT2VzdwdmTpdzRsN3MxImZ4R1R2UzczclbRxkaSFGdJlDcR52cIh2UyhkUaRkY5YHbIx0YaZkeI52QEFma&tablename=CJFDLAST2018&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=HDXK201803001
74,HDXK201803002,高考改革需要更加重视科学学科,柯政,"在之前的高考制度体系中,物理、化学等科学学科事实上有着很高的学科地位。但在这次新高考改革之后,科学学科的地位大幅削弱。这是一个需要引起我们高度关注的大问题,我们还没有发展到可以不重视科学学科的时候。报考科学学科的人数比例明显下滑,主要的原因不是实施了选考制度,而是因为不科学的计分制度导致报考科学学科的学生遭受不公平。为解决这个问题,各方提出了多种解决方案,本文对各备择方案的主要利弊进行分析,并提出在当前高考制度中,解决这个问题必须抓住的三个关键问题。 ","高考改革;
                   科学学科;
                   计分制度;
                   选考制度;",华东师范大学学报(教育科学版),2018年03期,1000-5560,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=HDXK201803002&uid=,"http://kns.cnki.net/kns/download.aspx?filename=Rd3LWl2LGdTZVhmdsBDMlR0UIhEWq9GcDJmY1ZUeINHb31GbKpHdypkTVNmbZljeNZWUtVFeEhFajR1cGlzSJNGMtBTdjBjWGl1VuVDb1JHM3gkR4hjYjRHe0lVSQhDSq9mcSlFVUBjeaRjZuZVN3FnWqBFU2ZmT&tablename=CJFDLAST2018&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=HDXK201803002
75,HDXK201803003,高考模式下科学素养培养的困境与思考——基于江苏高考改革实践的思考,鞠勤 张斓,"科学素养是国家实施创新驱动发展战略的基础,是国家综合国力的体现,基础教育阶段的科学教育是培养和提升公民科学素养的主要渠道,而高考则对基础教育有着强大的导向性作用。现行高考模式下存在的功利化倾向造成了部分理科科目报考人数下降以及科学类课程的""边缘化""。通过坚守育人为本的教育原则,建立并完善高校招生考试制度,改革高校招生录取体制,以及试点真正意义上的高校自主招生等方式,可为科学素养的培养建立积极的导向,为高考改革提供决策参考。 ","高考改革;
                   科学素养;
                   学业水平考试;
                   招生自主权;",华东师范大学学报(教育科学版),2018年03期,1000-5560,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=HDXK201803003&uid=,"http://kns.cnki.net/kns/download.aspx?filename=zk0TKhkbNV0ZiV2Z4tER4hnWD5GT4Z3Tv8Ce6R1QwoWb2sSREtUbDBVUycHc2IVVqZUTro1dhpVSthHUmp1YlFWewlka2FlWhRXbrR1cvVndTB1Qkd0QN9CTYBVcjNGbOxWbqNkMx9iUwFzQkFTUKlEVpdHU1gmV&tablename=CJFDLAST2018&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=HDXK201803003
76,HDXK201803004,从江苏省Y市高考选科情况看江苏高考方案——兼论浙江、上海的高考综合改革试点方案,张天若,"浙江、上海高考综合改革试点方案实施以来,选择物理学科的考生人数偏少的现象,受到全社会关注。本文以江苏2003、2008高考方案实施以来,江苏省Y市高考选科数据为基础,剖析江苏高考改革引发的类似现象,分析江苏两套高考改革方案存在的不足,及其所带来的近期和远期影响,以供新高考综合改革参考。 ","高考综合改革;
                   高考选科;
                   高考公平;
                   高考选择权;",华东师范大学学报(教育科学版),2018年03期,1000-5560,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=HDXK201803004&uid=,"http://kns.cnki.net/kns/download.aspx?filename=2ZVSaJkSyU3VZRkNP9ybqFWWnlHeNRHcwgTMYFFV6l1S3ZjcxgjczUzUzokbz9mN2I1V5A1ZZN0TYZEcDhFb3gTQElGNLpGcll2VFN3L2MnaU9iaNZ0QopVWMplNLd1cCNlSRBjTzRGWxEnS3knW69kR2cVR00kN&tablename=CJFDLAST2018&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=HDXK201803004
77,HDXK201803008,关于选考科目等级赋分的改进:历史经验、现实限制与可能方向,章建石,"由高考科目调整引发的不同科目成绩之间的可比性问题,已多次成为高考改革面临的一个难题。有关省份的改革经验表明,标准分在分数转换上有着明显弊端,并不是解决这一难题的理想方案。在原始分主导、总分录取等诸多前置条件的约束下,现行等级分也是一种简化的""标准分""。等级分在解决分数的可比性、总分的可加性上做出了有益探索,但也带来了一些不符合教学导向的消极影响。在不打破当前高考分数使用方式的前提下,等级分在考试技术层面仍具有改进的空间。 ","高考;
                   分数转换;
                   等级分;",华东师范大学学报(教育科学版),2018年03期,1000-5560,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=HDXK201803008&uid=,"http://kns.cnki.net/kns/download.aspx?filename=WZUcEVnNoVEOOp2Q3M1VMp0S5NWVrsUW5U1bPVXaO9SQzNlQYxkM3Z3aKplURpEc1c0TC1EW21UcntWTCdzT4FGeVxEeah0KWp0R0d0TiZWZQ9GMZlGZNVmbmdmM0VUVmlWbDdkUmR0R3NUTnNVb212KGp3UlVDU&tablename=CJFDLAST2018&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=HDXK201803008
78,HDXK201803009,如何让学业测评的结果更有效——基于潜变量的调节模型研究,刘徽 张朋 潘晶晶,"高考作为选拔性学业测评,其效度大小取决于能否区分学生在问题解决时所表现出的迁移能力的强弱。而学业测评的原始得分并不能很好地反映学生实际的能力水平。能力是一个潜变量。为使学业测评的结果更有效,本研究构建了基于潜变量的调节模型,以能力满分学生作为参照,依据试题的难易程度为学生的原始得分重新加权,由此得到每个学生的能力得分。将基于潜变量的调节模型运用于11所高中联考的数据分析中,此次联考共有9008名高一学生参加,涉及10门学科。研究发现:(1)相较原始得分,调整后的能力得分更趋于正态分布;(2)能力得分相对于原始得分更为稳定;(3)从总体上看,原始得分与能力得分具有高相关性;(4)从个体上看,学生的原始得分和能力得分之间有较大的差异。 ","学业测评;
                   高考改革;
                   效度;
                   迁移;
                   能力;
                   潜变量;",华东师范大学学报(教育科学版),2018年03期,1000-5560,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=HDXK201803009&uid=,"http://kns.cnki.net/kns/download.aspx?filename=VFUcrEzcrdlYkFVZ1QEaFlTbvF3amhVdvoHeidGNHZmYxkGRi90NwF0ZhFFRyxkc0MzaKdGZzRUbWVmZwx2YCFXZUFjcxl2dxADTo1GVrUlaalFRJVUeLlGcUd0VLpVNIt2ZDVTbUhVdtVUcoRDeoVkNKtEN4Yza&tablename=CJFDLAST2018&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=HDXK201803009
79,HDXK201803014,浙江高考综合改革试点的创新实践与探索,韩平 方红峰 任学宝 钱万军 王小平,"长期以来,我国基础教育强调""统一要求齐步走"",过于突出管理与效率,普通高中较为单一,呈现出""千校一面""的现象。普通高中重智育轻德育,重""育分""轻""育人"",忽视学生个性需求的问题十分突出,学生自主学习个性发展空间严重不足。为此,国家于2014年在浙江和上海进行了高考招生制度综合改革试点工作。浙江省在2012年深化普通高中课程改革的基础上,以选择性教育思想为指导,开展了一系列的工作和探索,为国家教育综合改革提供了""浙江样板""。本文围绕浙江省高考改革的主要内容和主要工作,分析了浙江省高考改革推进过程中的困难与挑战,展现了浙江适应新高考的创新实践与探索。 ","高考改革;
                   深化课程改革;
                   实践;
                   探索;",华东师范大学学报(教育科学版),2018年03期,1000-5560,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=HDXK201803014&uid=,"http://kns.cnki.net/kns/download.aspx?filename=r0EbvAVWONkdN12dRlHUxITT3NWdYVjZrgFaj9UUupHNv9kWvAHUHNUOmF0Y6FDOjp1Kph0RRFHWidlSFlWZhBVQPZVS242KSlHO2R1daNUOKZnbXh1YidFVz0kWWJDeXxUcwF0MrUld1cUcsJWS5A3RwlzcGdXM&tablename=CJFDLAST2018&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=HDXK201803014
80,SHGJ201808006,新高考改革何去何从——关于新高考“选考”和“一科两考”问题的再思考,邵光华 吴维维,"新高考改革的两个主要亮点是选考和一科两考,但一些专家对此两点并不看好,认为选考面临学科间分数不等值,一科两考存在诸多危险,提议暂缓实施。通过对选考和一科两考存在问题的进一步分析发现:选考困境的根本是物理学科选考失衡,根源在于物理学科自身学习难度大,而其他选考科目之间不等值问题不突出,妥善解决物理选考问题是完善选考制度的关键;同时一科两考的危险并没有研究者所说的那么大,尤其是英语考试接近水平参照考试水平,英语两考并裸分计不会带来大的问题。高考公平与否的判断应以高考改革价值取向为标准。建议在完善选考制度方面,对物理学科给予特殊""待遇"",可通过高校适当限定专业科目选择或规定必考选考科目来调节,或缩小改革""步伐""改任意选考为提供固定选考科目组合;英语一科两考应继续实施,最好是只按等级制赋级而不计入总分,而该等级作为不同层次高校录取的自主要求;对选考科目的一科两考建议可暂缓。 ","新高考;
                   选考;
                   一科两考;
                   等值;
                   公平;",教育发展研究,2018年08期,1008-3855,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=SHGJ201808006&uid=,"http://kns.cnki.net/kns/download.aspx?filename=FdWOrkDMYhDeHJjbyEXdo1EW6BXbvMFTV1EZpZGOsl1d0lXQ4RVcSlXb2dndMNXNHRDSTNVYRd3dClHcrdXZ1MjSVZnWRBzSpxWUqRTT5l0YL9ETrknRRh1ZypEc3lFb54mWtNmbBF3ZpJzNnl2dB5WS2lTRqVDT&tablename=CJFDLAST2018&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=SHGJ201808006
81,ZGDJ201808021,高考改革法治化的理论逻辑与实践逻辑,张和生,法治是维护高考制度正义性与合法性的内在要求和现实需要。法治是高考走向多元主体共治的根本手段和必然途径。高考改革应将法治贯穿于改革设计、实施的全过程。 ,,中国高等教育,2018年08期,1002-4417,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=ZGDJ201808021&uid=,"http://kns.cnki.net/kns/download.aspx?filename=WVXRjFnewJkNsZ3cytkMqlWa4MmSBhWRGpFWyZ1apF0Sq1kWaZzRkR0Mw5mSENndaBVe3I0SPJFRtZEU0N3LLh1aWJmNFhEZIV3SXVkYs9Ud19iaBZ1dlNXdmJUdmBXe5EGevR2awZWQRFGV0tUZO1Eb4AFULRHc&tablename=CJFDLAST2018&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=ZGDJ201808021
82,SXYB201802024,2018年重点选题计划,,<正>1.《高中数学课程标准》介绍、解读及其实施2.基于数学核心素养的小学、中学考试测评以及数学中、高考改革3.基础教育阶段开设大学数学先修课程研究4.智能教育背景下的数学教育改革5.高校数学专业精品课程建设与教学改革6.改革开放四十年数学教育改革经验研究7.基础教育各学段数学教与学心理问题研究 ,,数学教育学报,2018年02期,1004-9894,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=SXYB201802024&uid=,"http://kns.cnki.net/kns/download.aspx?filename=wRlWvUUeXlUdMVmWzgnZnplSwlle4l0Qrd3cCZjQEFmZ48EUCR1S4kkdNF0cqhFeo5GbMdHWvBHSvJleVp1KI1Gcadmc4FneCV3bzUEZjN0Y0FVMQN0UBdzKOVEOYZ1LxokMBh2KlJ1KHhjaiR1VOZ0RIFlTFhGe&tablename=CJFDLAST2018&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=SXYB201802024
83,WGJN201804009,高考科目改革的轨迹与反思:基于选择性的视角,刘希伟,"40年高考史是一部不断探索科目改革的历史,增加科目的选择性是贯穿高考改革的一条重要线索。20世纪80年代,教育界开展了一场高考改革大讨论,增加科目类别及选择性成为一种改革共识。20世纪90年代初,原国家教委增加高考科目类别及选择性的改革意见经过""三南""试点而搁浅,其后各省普遍采用""3+2""模式。20世纪90年代末的""3+X""科目改革,在综合科目方面基本实现了改革目标,但在增加科目选择性、增加高校及学生选择权与选择空间方面则以失败而告终。全国新一轮必考加选考的""3+3""模式改革困境,与之前""3+X""模式改革困境具有高度相似性。高考科目改革应当正确处理的基本矛盾包括:高中会考、学业水平考试与高考的基本功能及""挂钩""问题;高考科目设置的多样性、选择性与功利性、可比性问题;时间维度上的""一考定终身""与""多考定终身""问题;选考科目考试次数的""一""与""多""问题。 ","高考;
                   科目;
                   选择性;
                   会考;
                   高中学业水平考试;",全球教育展望,2018年04期,1009-9670,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=WGJN201804009&uid=,"http://kns.cnki.net/kns/download.aspx?filename=6RUQrFkc0xkS4IzKvh3NyJkV0tScZdENDxETv0WSnVGa3QWbkhlb1FjbhhkUPRUTWtUbBZGbK9UUCNWUKpGcEFVV3hjT3o0T0Z3di9iek92ZGdEbrEGbwhXYTxUb3EmWrBnMxQmbvRTMR10ajNGO4Z3Kjp0R5V3K&tablename=CJFDLAST2018&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=WGJN201804009
84,KJJF201804015,被围困的高考——新高考改革悖论抉择背后的阶层之困及其化解,张济洲 黄书光,"高考改革的问题绝不仅仅是高考制度本身的问题,它与学校教育内部机制乃至社会阶层关系和社会资源的分配密切相关。当前高考改革在公平与科学之间徘徊取舍,阶层的力量牵制高考改革进程,被围困其中的高考改革如果仅仅从自身完成彻底意义上的蜕变几无可能。社会结构和阶层生态深刻改变和影响教育改革方向及进程。从社会阶层结构与教育改革之间相互关系来理解和透视新高考改革,能够揭示高考改革困境之根源。 ","高考改革;
                   阶层分化;
                   科学性;",课程.教材.教法,2018年04期,1000-0186,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=KJJF201804015&uid=,"http://kns.cnki.net/kns/download.aspx?filename=o1mdNdWZVFHTQRnNQNGUBREUapnVO1WMSt0chBjTNFXOLNWZRJHRHJEMxZEcwIWOsNkU0kGVMl2UiRmS6FUVHJzUxA3N6ZHSwUWTthWNO5UR2gXRUpHMZVVTPZ1N69mdxEmV4FFMkBnTnlTbLV3aB5mWDNlNYRjS&tablename=CJFDLAST2018&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=KJJF201804015
85,ZGGJ201803005,不忘初心  推进新高考改革  面向未来  构筑现代化考试,于涵,"考试招生制度是国家基本教育制度,在党和国家事业发展战略全局中具有重要地位和作用。党的十九大报告指出,建设教育强国是中华民族伟大复兴的基础工程,要落实立德树人根本任务,发展素质教育,推进教育公平,为新时代全面系统深化高考改革提供了方向指引。教育部考试中心始终坚持""有利于推进素质教育、有利于促进教育公平、有利于科学选拔人才""原则,全力推进高考改革,构筑适应新时代的现代化考试:准确定位高考核心功能,科学构建""一核四层四翼""高考评价体系框架,全面深化高考考试内容改革,不断提升考试质量;加强国家题库建设,铸就国家考试重器;加强外语能力测评体系建设,推动外语教育和考试改革,促进外语教学质量提升。 ","高考;
                   考试内容改革;
                   国家题库建设;
                   外语能力测评体系建设;",中国高教研究,2018年03期,1004-3667,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=ZGGJ201803005&uid=,"http://kns.cnki.net/kns/download.aspx?filename=zxGdsJ1bLBFZvE1VPF3Vr42ZnVHSwYzd18WMzxmca5GNMJHaVdjQxBXaGVWO1FDW1Y1ZF52UqNXdrl0Z6dTbXdjWONjTp10axNmRrEkbptEeMlEV5cDUrZGNT1mNDV3QoZzLvwkT4k0TUlGNxQnU5ZjTKB3L1QXV&tablename=CJFDLAST2018&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=ZGGJ201803005
